,qID,sentence,option1,option2,label
856,363A7XIFV60X5816YR84K4YPG8JVAQ-2,"Pencuri itu bisa licik di sepatu bot, tetapi tidak di sandal, karena _ terbuat dari bahan unggul.",sandal,sepatu bot,2
857,39RRBHZ0AWFY6G9EAJO31XPYOWJZVT-1,Lebih banyak burung di kebun daripada di taman karena _nya memiliki buah segar.,kebun,taman,1
858,3909MD9T2ZFW5ZXLUJTM63XLNUNEF1-1,"Di UGD, dokter merawat kebanyakan pasien dengan antibiotik, daripada bahan kimia keras bila memungkinkan. Hal ini karena _ lebih ringan.",antibiotik,bahan kimia,1
859,3BCRDCM0OF8I2VVR9ADL2QLL2K26KN-2,Mesin mobil Lindsey punya lebih banyak masalah daripada punya Kayla karena _ selalu merawatnya.,Lindsey,Kayla,2
860,3TLFH2L6Y9METO36WJ3AL63XCGGT2O-2,Eric berpikir pakaian itu terlihat sangat bagus tetapi Kevin tidak setuju. _ tidak membeli pakaian itu.,Eric,Kevin,2
861,3511RHPADVC7EVCM20GK0N1OUWVRLL-1,"Jason unggul dalam pelajaran biola sementara Logan berjuang, karena _ memiliki bakat musik.",Jason,Logan,1
862,35YHTYFL1G1D7AJ7P9IW67L7NNZFVD-1,Kelas satu tidak bisa menyelesaikan pembagian angka itu karena _nya terlalu besar.,pembagian,kelas,1
863,3CMV9YRYP5F5AWSGETJBQU35D26JLC-1,"Mary duduk diam sementara Victoria mendengarkan dadanya. Diagnosisnya adalah demam berdarah, yang mengejutkan _ karena dia adalah orang rumahan.",Mary,Victoria,1
864,371DNNCG440PF35VC0CBVXG0YG8T8R-2,Brian perlu menerapkan lotion lebih sering daripada Adam karena kulit _ yang berminyak alami.,Brian,Adam,2
865,37Y5RYYI0RJT9TSVF6VDTPPFGJOXS1-2,"Langit berwarna coklat di atas pabrik, karena _ memberikan begitu banyak polusi sepanjang hari.",langit,pabrik,2
866,37G6BXQPLQJTWONU8Z4GI21ZPGSEQQ-2,Erin lebih siap untuk situasi daripada Felicia sehingga _ perlu mencegah gangguan.,Erin,Felicia,2
867,3BCRDCM0OF8I2VVR9ADL2QLL2K26KN-1,Mesin mobil Lindsey punya lebih banyak masalah daripada punya Kayla karena _ selalu mengabaikannya.,Lindsey,Kayla,1
868,3CMIQF80GP44DYTMMFXIYCXU1CV6QO-1,"Katrina sedang diajari cara berbicara Bahasa Korea oleh Felicia, jadi _ kemungkinan besar lahir di AS.",Katrina,Felicia,1
869,34F34TZU7WXKFL71KPP6J0GOEG12J8-2,Para pengganggu biasanya membiarkan Sarah tetapi mengganggu Maria karena _ sangat lemah secara fisik.,Sarah,Maria,2
870,3UQ1LLR26CMU93PCKN6YXV0NO95AL7-2,"Tubuh James terasa panas, jadi dia meletakkan kompres di atasnya untuk mendinginkannya. Suhu _nya rendah.",tubuh,kompres,2
871,3UZUVSO3P99H5YO9049ZTR528ADMEV-1,Anak laki-laki itu mendapat masalah karena mencuri cincin itu tetapi dia tidak menyentuh kalung itu karena _ itu sangat berharga.,cincin,kalung,1
872,3ATYLI1PRVGDGHVDRLZ3IB709Y6JO9-1,"Kaki Nick berdarah dan Eric mengalami sakit ginjal, jadi _ mengalami pendarahan luar.",Nick,Eric,1
873,39N6W9XWRDL0P4A754BYVRPD6MOGYF-1,"Ketika Ricky pergi ke latihan sepak bola, ia mematahkan pelindung tulang kering, meskipun sepatunya baik-baik saja, sehingga _nya dibuat lemah.",pelindung tulang kering,sepatu,1
874,3JMNNNO3B126L570RO8L8QAWLVIW2C-1,Ben sedang mencari kasur baru dan menemukan pegas dan busa memori. Dia menyukai kasur _ karena dapat mengikuti bentuk.,busa memori,pegas,1
875,3UYRNV2KIVD6EFZIZ22ZEWYG2818NG-1,Laura bersepeda jauh di depan Erin karena _ mengendarai cukup cepat di jalan.,Laura,Erin,1
876,356ZPKYPUJVLW62DSLDLHYREXG7PY5-1,"William menyewa seorang pelatih bernama Samuel untuk membantu anjing barunya, tetapi _ merasa metode dominasinya tidak menarik.",William,Samuel,1
877,39AYGO6AFFI4GCHNMPT12KEH8P3N6I-1,Leslie ingin cosplay dengan Samuel karena _ selalu bersenang-senang dengannya di sana.,Leslie,Samuel,1
878,3L2OEKSTWBO0QE3W64BAVCWO74EY8W-1,"Ketika dia masih balita, saudara laki-laki saya selalu memetik jeruk dari salad buah dan hanya makan stroberi karena _nya asam.",jeruk,stroberi,1
879,3VEI3XUCZTBCZ5QREQLR92YGSDDRPQ-1,James bisa melihat sisi lain ruangan melalui plat tidak seperti papan yang ada di sana sebelumnya. Pastinya _nya transparan.,plat,papan,1
880,375VMB7D4LXQH9KIJU0NVGG0RYRDIU-1,"Dengan tidak ada yang bisa dilakukan anak-anak di lingkungan itu, ketika memilih untuk tempat bermain baru atau kedai minuman, Odette memilih _ yang sedang dibangun.",tempat bermain,kedai minuman,1
881,3CIS7GGG67X0I6TI960LK1MWL9NUES-2,"Meskipun pacar baru Natalie tampak menarik, Christine keberatan, karena _ cenderung memiliki penilaian yang baik pada pasangan.",Natalie,Christine,2
882,3UEBBGULPFMDUVU7KJ8RALJO9HMFUM-2,"Umpan yang saya gunakan jauh lebih baik daripada umpan teman saya, karena _nya rusak.",umpan,umpan,2
883,391JB9X4ZY65X9HCCS82ZOUZ4R0KM1-1,Rose sedang mencari stuffer stocking yang bermanfaat sehingga dia memilih buku kecil daripada dompet karena _ itu agak mendidik.,buku,dompet,1
884,3BA7SXOG1JOCZOS38B7GVIFIFHY8RT-1,"Nelson mengalahkan William untuk memimpin dalam drama sekolah, karena _ memiliki suara musik yang lebih baik.",Nelson,William,1
885,3MQY1YVHS5YTRR8WGVOPDALJZHJ2B2-2,James membutuhkan lebih banyak terong jika dia ingin mengisi panci. Dia tidak tahu _nya akan sebesar itu.,terong,panci,2
886,3J9L0X0VDFKHLPSZCXN0IDIAR0OW9Y-2,Apakah Anda akan menyumbangkan sumbangan amal Anda ke gereja atau sekolah? Saya pikir saya akan memberikan milik saya ke _ karena mereka membutuhkan bangku baru.,sekolah,gereja,2
887,385MDVINFETLLQ4FI7QDZ5KLBZWJW7-2,"Ketika mendiskusikan pensiun, William ingin pindah ke Florida dan Jeffrey tidak karena _ menyukai iklim dingin.",William,Jeffrey,2
888,385MDVINFCD6R158Y9ED77WDIS1JWM-2,Katrina selalu bisa pergi minum dengan teman-teman tetapi tidak kayla karena _ masih di bawah umur.,Katrina,Kayla,2
889,3B9XR6P1WG9TXN64NGUHCR701UHJBM-2,"Maria berjuang dengan ujiannya dan meminta bantuan dari Rebecca, karena _ sudah sukses.",Maria,Rebecca,2
890,39RRBHZ0AUZJCRA7QLC39Z1PUHCVZ9-1,"Menyenangkan bagi Monica untuk menjelajahi tempat-tempat baru tetapi Christine menghindarinya, karena _ ingin tahu tentang hal-hal baru.",Monica,Christine,1
891,3MJ28H2Y1E6QFTHLILJ9P30M24D5OF-2,"Megan memeluk Laura saat mereka menangis, karena _ lebih emosional daripada dia.",Megan,Laura,2
892,37VE3DA4YUFICSC7FIFW8G3DVUABHE-2,Eric suka belajar film tidak seperti Benjamin karena _ tidak menyukai seni.,Eric,Benjamin,2
893,36U4VBVNQQRPRAYNVCKLJ8LF0ZOURI-2,Callie melanjutkan diet cair melalui tabung tetapi kesakitan karena _nya ketat.,tabung,diet,2
894,3KI0JD2ZU3WU7GO7QGOCYLG0X3C670-2,Matthew menawarkan untuk membantu menulis rencana kebugaran untuk Christopher karena badan _ tidak fit.,Matthew,Christopher,2
895,35U0MRQMUJ57DNW0OC1MT1ULA7DOVS-2,Mengosongkan kotak sampah adalah tugas yang menakutkan untuk Adam sementara Lawrence tidak keberatan melakukannya. _ tidak pernah meminta orang lain untuk menanganinya.,Adam,Lawrence,2
896,3LN50BUKPXP1W7VE96OVNQPHMN1LPB-2,Jennifer mengatur dering telepon lebih lembut daripada Patricia karena _ sulit mendengar.,Jennifer,Patricia,2
897,34KYK9TV2R6721QNQCRVCUAF9MHBSS-1,Juru masak di restoran menambahkan tomat dan potongan roti panggang ke dalam salad. _nya berwarna merah.,tomat,potongan roti panggang,1
898,371Q3BEXDJNIEOSAGOJYQA5RQUIZSM-1,"Ian tidak melihat tumor di kaki Brett, karena _ hanya melakukan pemeriksaan mata.",Ian,Brett,1
899,3D0LPO3EADD3B6QCDL06SYMOM5COYB-2,Tina meminta para tamu untuk melepas sepatu mereka ketika memasuki rumah karena dia memiliki karpet baru. Dia mengatakan _ tidak bisa kotor.,sepatu,karpet,2
900,3KL228NDMVK55ZLQ1PA7MJA283RKGS-2,"Helen penasaran bagaimana bola itu dapat memecahkan jendela, karena _nya keras.",bola,jendela,2
901,37MQ8Z1JQEUAAA206PQ9TNVCRPFY2D-2,Logan tahu Ryan takut tikus di rumah sehingga _ pergi dan tinggal di kamar mereka.,Logan,Ryan,2
902,3VADEH0UHCV96VRX9H9W7EF4LDJPSJ-2,Brian kelebihan berat badan tetapi Nick tidak kelebihan berat badan karena _ makan sedikit kalori.,Brian,Nick,2
903,3J06WJ78HNI2375XPON0OTOTBM2VV6-1,"Dokter memberi tahu Joel bahwa dia perlu berhenti merokok, sedangkan William tidak perlu, karena _ adalah perokok berat.",Joel,William,1
904,3THR0FZ95R7JB7JDU6BGYQKRCGSOLG-2,Anak itu menentang saat makan malam sehingga menyembunyikan kacang di bawah serbet saat makan malam karena _nya lebar.,kacang,serbet,2
905,36JW4WBR08YNJYNU4IDSJ4I75ANFH1-1,"Dia tidak akan mencelupkan donatnya ke dalam kopi, tetapi dia suka melakukannya dengan kukisnya, karena _nya pecah di dalam minuman.",donat,kukis,1
906,3URJ6VVYUR1NDZCSOECZC9IGQZH4OX-1,Ada lebih banyak anggrek daripada bunga aster di taman bunga karena _ sedang musim subur.,anggrek,aster,1
907,3UUSLRKAUNHTSP3M03WQ4RQSEUN7DR-1,Ninja menunggu sampai malam untuk menyerang daripada siang karena akan lebih sulit untuk melihatnya di _ hari.,malam,siang,1
908,391JB9X4ZY65X9HCCS82ZOUZ4UJMKS-2,Monica sedang mewawancarai untuk posisi baru di perusahaan teknologi dan Carrie memberikan wawancara. _ ingin menyewa.,Monica,Carrie,2
909,36MUZ9VAE8GE14IWNBAWA1I90HRDEJ-2,Perangkat lunak ini lebih sulit untuk dipasang di komputer daripada di laptop karena _ berjalan lebih cepat.,komputer,laptop,2
910,3TD33TP5DNGIWU30TAH4JS4ICFQBAK-2,James tidak bisa memasukkan gelang baru ke pergelangan tangannya karena _ itu terlalu kecil.,pergelangan tangan,gelang,2
911,3MG8450X2QO4FXI8IKGWEDL10Q3PU9-2,James tidak bisa mendengar respon yang diberikan oleh gadis itu tetapi dia bisa mendengar tangisannya karena _nya keras.,respon,tangisan,2
912,3VADEH0UHEBO0KQ4TFLWZC3DGTESPT-1,Dia merasa dia memiliki baking powder untuk kue tetapi meminjam soda kue dari tetangganya karena _ itu kosong.,soda,powder,1
913,3BVS8WK9Q29X2CMY5Y9H0QS1PADIBN-2,Masalah di pertemuannya tidak dapat diidentifikasi secara akurat karena _nya sederhana.,masalah,pertemuan,2
914,39O6Z4JLX2VU7WASP3OICELEMEIXVC-2,Kompleks apartemen menerima Jason sebagai penyewa dan bukan Matthew karena _ tidak memiliki pekerjaan tetap.,Jason,Matthew,2
915,374UMBUHN5NRR6V8TCSGXJCJTQVTC6-1,"Saya menggunakan kapak untuk menebang pohon, tetapi harus mendapatkan kapak yang lebih besar karena _nya terlalu kecil.",kapak,pohon,1
916,37NXA7GVST4Z72T3BKLU1KQRKNOLVZ-1,Hunter ingin bunuh diri dan Robert merespons karena _ tidak pernah dalam situasi kritis ini.,Hunter,Robert,1
917,3D1UCPY6GINZAB68HJIK5I0BYOY38G-1,John melemparkan pukulan ke jendela dan membuatnya pecah saat berkelahi dengan Jill. _nya kuat.,pukulan,jendela,1
918,378G7J1SJNCDAAIN46FM2P7T6N3EWC-1,"Sarah menyalakan mobil dan kemudian pergi untuk menjemput Jessica, karena _ menyediakan tumpangan.",Sarah,Jessica,1
919,3JYPJ2TAYKMFWFLINVLXSDKYQZIPFW-1,"Mereka menginginkan lebih banyak rasa kenyang di pesta pernikahan, jadi para perencana menggunakan lapisan gula daripada buah pada kue karena _ lebih mengenyangkan.",lapisan gula,buah,1
920,3V0TR1NRVCGYBVIREV7HBEYC2KC4A4-2,"Jeffrey diharuskan mengikuti aturan yang ketat, tetapi aturan untuk Randy lebih lunak, yang membuat _ merasa lebih bebas.",Jeffrey,Randy,2
921,37PGLWGSJVKYVFQSBBMAZTBQBBWKIU-2,"Joel membutuhkan William untuk mendapatkan lisensi kontraktor untuk perusahaan mereka, sehingga mereka membantu _ untuk mengisi dokumen.",Joel,William,2
922,3BC9H1KCYUAWMQ07K9FGHUB106QYW0-1,Jessica tidak bisa menggunakan selang untuk mencuci mobilnya di jalan masuk karena _nya terlalu pendek.,selang,jalan masuk,1
923,3TLFH2L6Y9METO36WJ3AL63XH3TT2G-1,"Dennis sedang pergi berlibur, sedangkan Nelson tinggal di rumah sehingga selada di lemari es _ busuk.",Dennis,Nelson,1
924,37VHPF5VYC18TM3KQEHL6NGWAXZ8CK-2,Erin pingsan ketika ada darah yang terlihat sehingga ketika Lindsey berdarah _ menyembunyikannya.,Erin,Lindsey,2
925,3TRB893CSLOW49DD2TXYACTOQFG7GX-1,Anak-anak lebih menikmati kartun daripada film karena _ itu lucu.,kartun,film,1
926,3BAKUKE49HAUOO8I9QY1G8SAWRY1RZ-2,"Neil online untuk menerima penasbihannya sebelum Steven menikah, karena _ membutuhkan seorang penghulu.",Neil,Steven,2
927,3UUSLRKAUL1EY04FG5KQCT2JPVA7D6-2,"Saya lebih suka mengirim email daripada mengirim surat, karena _nya tidak nyaman.",email,surat,2
928,3AC6MFV69KGEUQFNLWVZUYAGRDIHZD-2,Kambing itu mencoba menyeberangi air tetapi dia hanya bisa melewati danau dan bukan sungai karena _ itu terlalu dalam.,danau,sungai,2
929,3LN3BXKGC0TW0ZF7Q3TAAU4XVC5WG9-2,"Mark ingin membuang jaket kulitnya di tempat sampah, tetapi _ itu terlalu kecil.",jaket kulit,tempat sampah,2
930,3UEBBGULPFMDUVU7KJ8RALJO44HUF1-2,Cynthia memutuskan untuk mempekerjakan Sarah untuk membuat logo baru untuk perusahaannya karena _ adalah seorang desainer profesional.,Cynthia,Sarah,2
931,3BAWBGQGYNDFM638ROWKADWZE1QV7D-2,Saya merasa lebih negatif ketika saya tinggal di motel daripada ketika saya tinggal di hotel karena _nya terang.,motel,hotel,2
932,3J9L0X0VDH0WFER6WVZ0AB6JH49W92-1,"Elena membenci bau sabun itu dibandingkan dengan Laura, karena _ memiliki kenangan buruk dari bau itu.",Elena,Laura,1
933,36JW4WBR06I8P9ONKK1SR6UYAUBHFF-2,"Proyek ini berarti Emily berkolaborasi dengan Victoria, yang tidak bersemangat. _ benci bekerja dengan orang lain.",Emily,Victoria,2
934,3CIS7GGG67X0I6TI960LK1MWL5FUEC-2,Anak-anak senang meninggalkan sekolah untuk pergi ke pesta karena _ itu membosankan.,pesta,sekolah,2
935,36BTXXLZ2XMQAC48G6T364NM2V3R4G-1,"Kami tidak suka konsultan karena dia merekomendasikan mobil daripada kereta, karena _ itu mahal.",mobil,kereta,1
936,3TCFMTM8HG2SETQ4EYV07Y8BFL721Y-2,"Robert membuat pilihan untuk membeli rumah Neil, sehingga _ memiliki lebih banyak uang di bank setelahnya.",Robert,Neil,2
937,35O6H0UNLSECEIQO28R4H7J0YVXJ55-2,"Karena bola bisbol itu memecahkan kaca depan Mary tetapi sama sekali meleset dari mobil Lindsey, _ tidak bisa percaya keberuntungannya.",Mary,Lindsey,2
938,3VIVIU06FKAEREROCPNQM8FM769MIN-2,Monica adalah seorang pegulat profesional tetapi Cynthia bukan karena _ lalai pergi ke gym.,Monica,Cynthia,2
939,37SOB9Z0SSVFVTRKRAFOIPY8T27L3C-1,"Sementara keluarga Thrifty berada di toko kelontong, mereka membeli sabun, bukan sampo karena _ dibutuhkan.",sabun,sampo,1
940,3AFT28WXLF02RHC0P523EC4R7OLOI6-1,Iklim California lebih kondusif untuk menanam jeruk dibandingkan wortel karena _ membutuhkan sinar matahari.,jeruk,wortel,1
941,3KTCJ4SCVGZ3R8VQ4I2KU9Y0VMMM1O-1,"Dia mengoleskan mustard di roti isi, tetapi tidak di kentang goreng, karena dia pikir _ yang disajikan hambar.",roti isi,kentang goreng,1
942,3N7PQ0KLI5N1PNHSAOSK5U8OFPL3EL-2,Benjamin memiliki selera humor yang lebih remaja daripada Donald sehingga _ membenci bantal whoopie.,Benjamin,Donald,2
943,3TZ0XG8CBUI6VOWHEU7U4XFO9TM98X-1,Celana itu diiris dengan pisau dan kemudian dengan pisau cukur. _ digunakan terlebih dahulu.,pisau,pisau cukur,1
944,3IZPORCT1HNKMOS3VDDM0TWP62QRH4-1,Carrie tidak mau menjual bisnisnya kepada Cynthia karena menurut _ harganya terlalu rendah.,Carrie,Cynthia,1
945,3LVTFB9DE7W6ARISYS64A3AJV6LQGT-1,"Berbeda dengan Amy yang pemalu, Monica adalah seorang ekstrovert, jadi _ takut menghadiri pesta besar.",Amy,Monica,1
946,3M67TQBQQHMKECPWBSR80OLJU4MA97-1,Kucing itu lebih menyukai Kayla daripada Laura karena _ sering memberikan susu hangat kepada kucing itu.,Kayla,Laura,1
947,3A9LA2FRWUS4JKEF4CJEPBID751HXO-2,Neil memiliki burung sebagai hewan peliharaan dan Michael memilih kuda karena _ menyukai hewan yang bisa berlari kencang.,Neil,Michael,2
948,3JU8CV4BRNQ92SYBMY4NF7TBHVCPO8-2,Bendera hampir tidak bisa berkibar saat dikibarkan tertiup angin karena _nya bertiup pelan.,bendera,angin,2
949,3VI0PC2ZA0YEB1028PE49KFFKM0XO6-2,"Sendi lutut saya kurang terluka daripada sendi pergelangan kaki saya, jadi saya mencoba untuk tidak terlalu menekan _ jika saya bisa membantu.",sendi lutut,sendi pergelangan kaki,2
950,34XASH8KLS0L2PDZ9IPAN347O6TPMF-2,Natalie mengalami masalah dengan semut dan membenci seragga lalu menelpon Elena untuk membantunya karena _ tidak takut.,Natalie,Elena,2
951,3CIS7GGG67X0I6TI960LK1MWL9NUES-1,"Meskipun pacar baru Natalie tampak menarik, Christine keberatan, karena _ cenderung memiliki penilaian yang buruk pada pasangan.",Natalie,Christine,1
952,33TGB4G0LRVUOT5A46033UL1I22TXM-1,"Daphne mendapatkan jubah dan bodysuit untuk kostum Ravennya, dan dia pikir _ itu membuatnya tampak misterius.",jubah,bodysuit,1
953,37J05LC5AXH7IV5HHE9NFJ7SGPUJD7-2,"Wortel dipilih untuk digunakan bersama daging di piring, bukan brokoli. _ tidak populer.",wortel,brokoli,2
954,39TX062QX1MAVN895TICTJTVVXM3XO-1,"Dennis memiliki tingkat testosteron yang jauh lebih tinggi daripada Christopher, jadi _ tidak perlu khawatir bisa memiliki anak.",Dennis,Christopher,1
955,3V8JSVE8YYO25QEGZ9LAVO41OP9EYT-1,"Betty menyerahkan laporan mereka tepat waktu pada hari Jumat, sementara Mary meminta perpanjangan dua hari, jadi _ menghabiskan akhir pekan dengan bersantai.",Betty,Mary,1
956,3BFNCI9LYM4VAX1P7EQERI4GNHY37P-2,"Setelah mencoba menanam bunga anggrek, ia memutuskan untuk kembali ke hobi menanam bunga marigold, karena menurutnya _ itu rumit.",marigold,anggrek,2
957,39XCQ6V3KY20QNBHIPXF83EVCK8566-1,"Belajar menghadapi rintangan Anda adalah pelajaran yang dipelajari Victoria dalam hidup lebih awal dari Patricia, _ adalah yang tertua dari keduanya.",Victoria,Patricia,1
958,3KTCJ4SCVGZ3R8VQ4I2KU9Y0VJ41MF-2,"Guru itu tidak tahu luka apa yang paling parah antara patah tangan atau kaki. Dia mengatakan bahwa dengan _, Anda tidak bisa berjalan.",tangan,kaki,2
959,3MIVREZQVJCBCDEBOJRJ8V2D3G5QKO-2,Julie merasa terlalu sulit untuk menggunakan perangkap daripada racun untuk mengatasi serangan tikusnya karena _nya lebih efektif.,jebakan,racun,2
960,3TFJJUELSJ3C1W02UVKKOUR1H8TC25-2,Laura memiliki waktu yang lebih mudah daripada Lindsey untuk pindah dari rumah mereka karena _ memiliki rumah yang lebih besar.,Laura,Lindsey,2
961,3D4BBDG7ZJA1MEWLYVYP74WTNL2C3N-2,"Jennifer membutuhkan hasil bumi, jadi dia pergi ke pasar dan dia memilih brokoli daripada selada karena _nya terlihat basi.",brokoli,selada,2
962,3TRB893CSJ8HAKE6IVLYIE5G2OHG7I-1,"Kayla membeli sesuatu dari Lindsey di toko, karena _ ingin membelinya sehingga dibawa.",Kayla,Lindsey,1
963,3J5XXLQDHOPXLN2LPCTUXWKI8TVV3K-1,Tanya tidak bisa meregang sejauh Jennifer karena _ memiliki tubuh yang sangat kaku.,Tanya,Jennifer,1
964,38VTL6WC4CRH3WKU8647JSMW4GFY5X-1,"Asma dari Maria semakin parah, sementara Lindsey semakin baik, karena _ minum obat yang kurang efektif.",Maria,Lindsey,1
965,3D5G8J4N5CI2K40F4RZLF9OG2CKVTH-1,"Kyle tidak memakai penghangat kaki ke tempat tidur, sementara Logan hampir selalu melakukannya. _ lebih cenderung tinggal di iklim yang lebih hangat.",Kyle,Logan,1
966,3AC6MFV69KGEUQFNLWVZUYAGMZ5HZ3-2,"Samuel sangat suka bermain rollerblade, tetapi Brett lebih menyukai pemain skateboard, jadi _ tidak menyukai arena skating.",Samuel,Brett,2
967,37SDSEDIN90O6JTMAHS1PRX563681Y-2,Megan harus membeli bantalan pelatihan anak anjing tetapi tidak untuk Katrina karena _ memiliki anjing luar ruangan.,Megan,Katrina,2
968,3MVY4USGB6LHP94TWMJCYHESZXKSI2-2,Cynthia lebih suka pemanggang gas sementara Monica tidak karena _ menyukai rasa berasap dari panggangan arang.,Cynthia,Monica,2
969,3LN50BUKPV9M2IW7P8CVVS19TJBLP1-2,"Victoria suka berbelanja pakaian tetapi Felicia tidak, jadi _ pergi ke taman untuk hari itu.",Victoria,Felicia,2
970,3M67TQBQQJ2Z81O3VQ38SM9RNBIA9T-1,"Samuel selalu memakai kondom saat bertemu kekasih baru, tetapi Craig jarang sekali memakainya. _ tidak pernah tertular penyakit kelamin dari seorang gadis kotor.",Samuel,Craig,1
971,3V7ICJJAZCU3U5NJK97D6PIIK914BH-1,Mark sedang dalam latihan mengumpulkan bukti yang membuktikan bahwa perusahaannya terlibat dalam Diskriminasi Usia tetapi _nya tidak cukup.,bukti,latihan,1
972,3K8CQCU3KEZ2ARWTD7650EDUR71WNO-1,"Makan permen adalah masalah besar bagi Carrie tetapi tidak untuk Rebecca, itu sebabnya _ memiliki lingkar pinggang yang besar.",Carrie,Rebecca,1
973,36MUZ9VAE8GE14IWNBAWA1I90HRDEJ-1,Perangkat lunak ini lebih sulit untuk dipasang di komputer daripada di laptop karena _ berjalan lebih lambat.,komputer,laptop,1
974,3CZH926SICCM7J0WA2X3FZ0UTPH4E7-1,Randy memasak mie untuk sebuah resep dan Michael tidak karena _ sedang membuat lasagna.,Randy,Michael,1
975,3MDWE879UJG4RBTV1434NXTY7229B8-1,"Ketika datang ke riasan mata, dia meluangkan waktu dengan eyeliner dan tergesa-gesa menggunakan maskara sehingga _nya tidak rapi.",maskara,eyeliner,1
976,3D42WVSDHA995TDJEIHG54D9TU5FYD-2,"Untuk menggunakan mesin cuci dan pengering untuk cucian, Steve memisahkan cucian kotor dan basah, lalu dia mengisi _ dengan cucian basah.",mesin cuci,pengering,2
977,37G6BXQPLQJTWONU8Z4GI21ZPGSEQQ-1,Erin lebih siap untuk situasi daripada Felicia sehingga _ tidak harus mencegah gangguan.,Erin,Felicia,1
978,3UZUVSO3P7T2B9P2G6XZ1THUFBBEMB-2,"Samantha umumnya lebih cepat dalam berlari daripada Jessica, jadi mengejutkan ketika _ memenangkan perlombaan dengan selisih yang besar.",Samantha,Jessica,2
979,34D9ZRXCYT8HDGK24W3Z9HEHFJ5SAO-1,"Jessica selesai memanggang ham pikniknya sebelum Jennifer, karena _ menggunakan resep glasir ham yang mudah.",Jessica,Jennifer,1
980,3LN50BUKPXP1W7VE96OVNQPHMPWLPA-2,Guru itu senang memiliki Patricia di kelas mereka tetapi berharap Betty akan dipindahkan karena _ membangkang.,Patricia,Betty,2
981,391JB9X4ZY65X9HCCS82ZOUZ4UJMKS-1,Monica sedang mewawancarai untuk posisi baru di perusahaan teknologi dan Carrie memberikan wawancara. _ ingin dipekerjakan.,Monica,Carrie,1
982,34XASH8KLS0L2PDZ9IPAN346MQEMPX-2,Lingkaran yang digambar di sekitar huruf tidak menutupi seluruh huruf karena _nya terlalu banyak.,lingkaran,huruf,2
983,36AZSFEYZ4YNUT7RK7W0NHUM3BUBVH-2,"Seniman tato itu sedang mempersiapkan tempat kerjanya untuk Craig, bukan Eric, karena _ bokek.",Craig,Eric,2
984,3ACRLU860NC6SIL5PH7QND603EIEB1-1,"Saat membuka tentang gebetan mereka, Kenneth menertawakan Jeffrey karena _ ingat siapa gebetan mereka.",Kenneth,Jeffrey,1
985,3IYI9285WSYXD3Z3HIECVDPAVP2CJK-2,"Kami mengerjakan bagian dalam rumah alih-alih mengerjakan bagian dalam gudang, karena _ itu tidak layak huni.",rumah,gudang,2
986,34F34TZU7WXKFL71KPP6J0GOJZ2J2X-1,"Pasangan itu meminum anggur dari gelas bukannya cangkir, karena _nya kotor.",cangkir,gelas,1
987,375VSR8FVW7RJKTQH17T82CMEOIRZQ-1,Ben harus berhenti mengemudi mobil atau sepeda motor. Dia memilih untuk menghentikan _ karena itu berisiko.,sepeda motor,mobil,1
988,3909MD9T2ZFW5ZXLUJTM63XLNUNEF1-2,"Di UGD, dokter merawat kebanyakan pasien dengan antibiotik, daripada bahan kimia keras bila memungkinkan. Hal ini karena _nya lebih beracun.",antibiotik,bahan kimia,2
989,3MQKOF1EE428I44N8B42W7P978PWDL-2,"Materi tes kurang penting dibandingkan dokumen untuk wawancara, karena _nya sangat sulit.",materi,dokumen,2
990,3TL87MO8CO3P5U6KV3SQBWBELE1LFS-1,Sepeda baru yang kami beli lebih cepat dari skuter kami karena _ itu terbuat dari logam ringan.,sepeda,skuter,1
991,3B6F54KMR2A6P38VOFY66IX6ND11SG-1,"Brian memiliki banyak koleksi koin yang sangat dikagumi Kevin, jadi _ menawarkannya beberapa duplikat.",Brian,Kevin,1
992,3ABAOCJ4RAI621EE9V4ZN8UGRD1QMB-1,"Pada hari binatu, Mary memiliki banyak pakaian putih dan banyak warna. Dia mengatur suhu ke panas untuk kulit _.",putih,warna,1
993,3VI0PC2ZAYIZHC1VOR24HMR6V10OXH-2,Pers mencari berita tentang selebritas atau hukum. Mereka merasa berita _ lebih membosankan.,selebritas,hukum,2
994,3B623HUYJ4OO03SGN07LLSKEW2M8SJ-1,Di musim dingin Angela selalu makan sup tidak seperti Rachel karena _ tinggal di daerah yang dingin.,Angela,Rachel,1
995,3AQN9REUTHUC79ZNNCMQH4APJPMDYH-2,Ibuku membuat taco hari ini dan burrito kemarin untuk makan siang jadi _nya lebih tua.,taco,burrito,2
996,3MDWE879UJG4RBTV1434NXTX5R0B9I-2,"Setelah Logan tertular cacar air dari Joseph, _ menghabiskan hari itu dengan mengirim pesan bagus tentangnya.",Logan,Joseph,2
997,3K3G488TR4M8UUT8HWND66JU5RA5QH-2,Badut itu memakai bunga di saku bukannya pena karena _ lebih kusam.,bunga,pena,2
998,3KA7IJSNW8JPJY92ITZ19NTCAWUBPR-1,"Awan menimbulkan ketakutan besar pada orang-orang, sementara langit cerah menenangkan mereka, karena _ begitu memberikan firasat buruk.",awan,langit,1
999,34HEO7RUG6SQICLI59RUR9LD56QRAA-1,"Saya pergi ke salon penggelapan warna kulit untuk berjemur, daripada menggunakan sinar matahari, karena di _ itu lebih cepat dan saya sibuk.",salon,sinar matahari,1
